country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
Africa,1926,,161469210,,0,0,34.438,2.253,7.001,249.844,3.682,1.496,1.547,,,0.213,,,33.903,0.21,,,,0,538.249,8856.884,531.919,0,0,26973.965,6.33,,,,0,0,0,0,,,609.616,3.775,,,,,0.535,0.003,,,,0,0.941,3.059,1.1,0,0.433,2.309,0.457,,0,10.221,0.093,,,0,13.526,0.109,,4.65,0.003,0.007,0.011,0.001,,,,
Africa,1927,,163486087,,0,0,33.841,-0.597,-1.734,300.03,50.186,20.087,1.835,,,0.207,,,33.269,0.203,,,,0,572.09,9156.915,565.189,0,0,27595.014,6.901,,,,0,0,0,0,,,621.048,3.799,,,,,0.572,0.003,,,,0,0.847,3.524,0.99,0,0.446,2.336,0.472,,0,10.28,0.094,,,0,13.741,0.106,,4.691,0.003,0.007,0.012,0.001,,,,
Africa,1928,,165533025,,0.127,0.001,34.77,0.93,2.747,308.141,8.111,2.703,1.862,,,0.21,,,33.815,0.204,,,,0.127,606.86,9465.057,599.004,0,0,28221.961,7.729,,,,0,0,0,0,,,626.947,3.787,,,,,0.828,0.005,,,,0.358,0.874,3.62,1.023,0.154,0.459,2.363,0.487,,0,10.339,0.098,,,0,13.819,0.151,,4.732,0.003,0.008,0.012,0.001,,,,
Africa,1929,,167612506,,0.366,0.002,35.802,1.031,2.966,319.212,11.071,3.593,1.904,,,0.214,,,34.59,0.206,,,,0.493,642.662,9784.269,633.594,0,0,28859.166,8.575,,,,0,0,0,0,,,637.206,3.802,,,,,0.846,0.005,,,,0.992,0.839,3.623,0.982,0.412,0.471,2.39,0.501,,0,10.4,0.101,,,0,14.026,0.14,,4.771,0.003,0.008,0.012,0.001,,,,
Africa,1930,,169924067,,0.261,0.002,33.696,-2.106,-5.882,364.995,45.783,14.342,2.148,,,0.198,,,32.555,0.192,,,,0.754,676.357,10149.264,666.148,0,0,29624.135,9.455,,,,0,0,0,0,,,764.97,4.502,,,,,0.88,0.005,,,,0.734,0.856,4.293,1.013,0.485,0.482,2.429,0.514,,0,10.502,0.104,,,0,16.752,0.152,,4.821,0.003,0.008,0.013,0.001,,,,
Africa,1931,,171875191,,0.266,0.002,29.464,-4.232,-12.559,396.523,31.529,8.638,2.307,,,0.171,,,28.307,0.165,,,,1.02,705.821,10545.786,694.455,0,0,30479.424,10.345,,,,0,0,0,0,,,855.287,4.976,,,,,0.89,0.005,,,,0.86,0.838,4.868,1,0.548,0.491,2.476,0.524,,0,10.631,0.107,,,0,18.481,0.159,,4.881,0.004,0.008,0.013,0.001,,,,
Africa,1932,,174050964,,0.432,0.002,26.623,-2.841,-9.642,416.289,19.766,4.985,2.392,,,0.153,,,25.355,0.146,,,,1.453,732.444,10962.075,719.81,0,0,31384.432,11.181,,,,0,0,0,0,,,905.008,5.2,,,,,0.835,0.005,,,,1.749,0.84,5.302,1.006,0.688,0.498,2.527,0.533,,0,10.771,0.11,,,0,19.333,0.156,,4.946,0.004,0.009,0.013,0.001,,,,
Africa,1933,,176265430,,0.464,0.003,28.491,1.868,7.018,510.014,93.725,22.514,2.893,,,0.162,,,27.29,0.155,,,,1.917,760.935,11472.089,747.1,0,0,32323.406,11.917,,,,0,0,0,0,,,938.973,5.327,,,,,0.736,0.004,,,,1.946,0.853,6.339,1.035,0.816,0.506,2.596,0.543,,0,10.917,0.111,,,0,19.946,0.126,,5.011,0.004,0.009,0.014,0.001,,,,
Africa,1934,,178512860,,0.534,0.003,32.539,4.048,14.208,523.735,13.721,2.69,2.934,,,0.182,,,31.324,0.175,,,,2.452,793.474,11995.824,778.424,0,0,33285.5,12.599,,,,0,0,0,0,,,962.093,5.389,,,,,0.682,0.004,,,,1.872,0.896,6.255,1.088,0.931,0.515,2.664,0.554,,0,11.065,0.111,,,0,20.289,0.11,,5.072,0.004,0.009,0.014,0.001,,,,
Africa,1935,,180793768,,0.61,0.003,35.91,3.37,10.358,535.899,12.164,2.323,2.964,,,0.199,,,34.743,0.192,,,,3.061,829.384,12531.724,813.167,0,0,34265.91,13.156,,,,0,0,0,0,,,980.413,5.423,,,,,0.557,0.003,,,,1.9,0.942,6.266,1.159,1.036,0.526,2.731,0.567,,0,11.214,0.109,,,0,20.675,0.083,,5.13,0.004,0.01,0.015,0.001,,,,
Africa,1936,,183108678,,0.691,0.004,39.016,3.106,8.651,470.452,-65.447,-12.213,2.569,,,0.213,,,37.765,0.206,,,,3.752,868.4,13002.176,850.932,0,0,35264.168,13.716,,,,0,0,0,0,,,998.257,5.452,,,,,0.561,0.003,,,,1.781,0.933,5.254,1.15,1.122,0.536,2.78,0.58,,0,11.363,0.107,,,0,20.913,0.077,,5.186,0.004,0.01,0.015,0.001,,,,
Africa,1937,,185458104,,0.727,0.004,41.844,2.828,7.249,473.573,3.121,0.663,2.554,,,0.226,,,40.582,0.219,,,,4.479,910.244,13475.749,891.514,0,0,36271.441,14.251,,,,0,0,0,0,,,1007.27,5.431,,,,,0.535,0.003,,,,1.781,0.936,5.121,1.172,1.194,0.547,2.825,0.593,,0,11.51,0.105,,,0,21.082,0.065,,5.239,0.004,0.01,0.016,0.001,,,,
Africa,1938,,187842584,,0.75,0.004,44.013,2.169,5.183,479.956,6.382,1.348,2.555,,,0.234,,,42.56,0.227,,,,5.229,954.257,13955.705,934.074,0,0,37279.219,14.955,,,,0,0,0,0,,,1007.783,5.365,,,,,0.703,0.004,,,,1.945,1.048,5.328,1.318,1.264,0.559,2.871,0.608,,0,11.652,0.104,,,0,20.968,0.088,,5.295,0.004,0.011,0.016,0.001,,,,
Africa,1939,,190381812,,0.73,0.004,46.853,2.84,6.452,489.208,9.252,1.928,2.57,,,0.246,,,43.957,0.231,,,,5.959,1001.11,14444.913,978.031,0,0.11,38302.066,17.01,,,,0,0,0.11,0.001,,,1022.842,5.373,,,,,2.056,0.011,,,,2.045,1.054,5.284,1.28,1.326,0.572,2.916,0.623,,0.005,11.795,0.112,,,0.078,21.252,0.248,,5.348,0.004,0.011,0.017,0.001,,,,
Africa,1940,,193306256,,0.653,0.003,49.649,2.796,5.968,643.913,154.706,31.624,3.331,,,0.257,,,46.039,0.238,,,,6.612,1050.759,15088.825,1024.07,0,0.202,39796.941,19.876,,,,0,0,0.092,0,,,1494.875,7.733,,,,,2.865,0.015,,,,2.078,1.023,6.522,1.213,1.375,0.584,2.987,0.637,,0.008,12.068,0.123,,,0.06,29.79,0.328,,5.423,0.005,0.012,0.017,0.001,,,,
Africa,1941,,195943401,,0.72,0.004,54.023,4.374,8.81,788.949,145.035,22.524,4.026,,,0.276,,,49.442,0.252,,,,7.331,1104.783,15877.774,1073.512,0,0.3,41589.809,23.639,,,,0,0,0.099,0.001,,,1792.869,9.15,,,,,3.763,0.019,,,,1.662,1.088,7.785,1.273,1.399,0.597,3.081,0.652,,0.011,12.418,0.139,,,0.064,34.684,0.427,,5.513,0.005,0.012,0.018,0.001,,,,
Africa,1942,,198975492,,0.77,0.004,58.823,4.799,8.884,846.986,58.037,7.356,4.257,,,0.296,,,54.304,0.273,,,,8.102,1163.605,16724.76,1127.816,0,0.407,43547.043,27.281,,,,0,0,0.106,0.001,,,1957.235,9.837,,,,,3.642,0.018,,,,2.008,1.187,8.341,1.389,1.44,0.613,3.183,0.669,,0.014,12.803,0.153,,,0.064,37.629,0.436,,5.614,0.005,0.013,0.019,0.001,,,,
Africa,1943,,202181814,,0.809,0.004,60.12,1.297,2.204,885.289,38.303,4.522,4.379,,,0.297,,,55.237,0.273,,,,8.91,1223.725,17610.049,1183.053,0,0.524,45620.43,31.238,,,,0,0,0.117,0.001,,,2073.384,10.255,,,,,3.957,0.02,,,,2.323,1.194,8.635,1.407,1.492,0.628,3.287,0.686,,0.017,13.21,0.167,,,0.064,39.744,0.446,,5.723,0.005,0.013,0.019,0.001,,,,
Africa,1944,,205448384,,0.969,0.005,66.633,6.513,10.834,855.162,-30.127,-3.403,4.162,,,0.324,,,61.371,0.299,,,,9.879,1290.358,18465.213,1244.423,0,0.655,47747.527,35.4,,,,0,0,0.131,0.001,,,2127.098,10.353,,,,,4.162,0.02,,,,4.275,1.304,8.282,1.587,1.594,0.645,3.382,0.706,,0.02,13.62,0.179,,,0.066,40.788,0.409,,5.837,0.005,0.014,0.02,0.001,,,,
Africa,1945,,208776384,,0.937,0.004,67.527,0.894,1.342,1072.672,217.51,25.435,5.138,,,0.323,,,62.303,0.298,,,,10.816,1357.885,19537.883,1306.727,0,0.79,49944.898,39.552,,,,0,0,0.136,0.001,,,2197.374,10.525,,,,,4.151,0.02,,,,4.076,1.589,11.371,2.078,1.682,0.665,3.517,0.729,,0.023,14.04,0.191,,,0.063,42.393,0.412,,5.963,0.005,0.014,0.021,0.001,,,,
Africa,1946,,212172008,,1.144,0.005,68.159,0.632,0.936,884.865,-187.807,-17.508,4.171,,,0.321,,,62.938,0.297,,,,11.961,1426.045,20422.748,1369.664,0,0.925,52168.07,43.494,,,,0,0,0.135,0.001,,,2223.168,10.478,,,,,3.942,0.019,,,,3.15,1.469,9.024,1.946,1.761,0.683,3.613,0.75,,0.025,14.455,0.199,,,0.06,43.026,0.346,,6.088,0.005,0.015,0.022,0.002,,,,
Africa,1947,,215621479,,1.281,0.006,67.935,-0.225,-0.33,1087.699,202.834,22.923,5.044,,,0.315,,,62.415,0.289,,,,13.241,1493.979,21510.447,1432.079,0,1.061,54422.75,47.598,,,,0,0,0.136,0.001,,,2254.679,10.457,,,,,4.104,0.019,,,,2.965,1.322,10.609,1.723,1.833,0.698,3.738,0.769,,0.027,14.869,0.206,,,0.055,44.084,0.336,,6.209,0.006,0.016,0.023,0.002,,,,
Africa,1948,,219141050,,1.424,0.006,71.733,3.798,5.591,1152.943,65.244,5.998,5.261,,,0.327,,,64.359,0.294,,,,14.666,1565.713,22663.391,1496.438,0,1.2,56699.852,53.409,,,,0,0,0.139,0.001,,,2277.103,10.391,,,,,5.811,0.027,,,,2.756,1.325,11.003,1.721,1.895,0.713,3.868,0.788,,0.029,15.279,0.219,,,0.049,44.982,0.434,,6.33,0.006,0.016,0.024,0.002,,,,
Africa,1949,,223001287,,1.532,0.007,77.324,5.59,7.793,1172.823,19.88,1.724,5.259,,,0.347,,,68.58,0.308,,,,16.198,1643.036,23836.213,1565.019,0,1.339,59006.668,60.48,,,,0,0,0.14,0.001,,,2306.818,10.344,,,,,7.072,0.032,,,,2.629,1.474,11.445,1.934,1.946,0.731,3.998,0.809,,0.03,15.69,0.235,,,0.047,46.125,0.529,,6.455,0.006,0.017,0.025,0.002,,,,
Africa,1950,,227549730,,2.014,0.009,93.452,16.129,20.859,2465.306,1292.483,110.203,10.835,8.014,,0.411,0.304,,68.711,0.302,,,,18.212,1736.488,26301.52,1633.73,0,1.343,61624.594,83.203,,,,0,0,0.004,0,,,2617.928,11.506,,,,,22.723,0.1,,,,3.007,1.557,21.572,1.782,2.025,0.753,4.328,0.828,0,0.028,16.153,0.303,,0,0.001,48.255,1.379,,6.599,0.006,0.018,0.026,0.002,,,,
Africa,1951,,232484439,,2.269,0.01,99.862,6.41,6.859,2282.214,-183.092,-7.427,9.817,7.088,,0.43,0.31,,72.305,0.311,,,,20.481,1836.35,28583.732,1706.035,0,1.347,64030.965,108.488,,,,0,0,0.004,0,,,2406.369,10.351,,,,,25.284,0.109,,,,2.992,1.565,19.052,1.781,2.1,0.775,4.613,0.847,0,0.026,16.541,0.372,,0,0.001,42.978,1.451,,6.726,0.006,0.018,0.027,0.002,,,,
Africa,1952,,237586485,,2.327,0.01,108.882,9.02,9.033,2226.052,-56.162,-2.461,9.37,6.663,,0.458,0.326,,78.939,0.332,,,,22.808,1945.233,30809.785,1784.974,0,1.354,66363.609,136.097,,,,0,0,0.007,0,,,2332.649,9.819,,,,,27.609,0.116,,,,2.879,1.684,18.261,1.969,2.16,0.799,4.876,0.869,0,0.024,16.893,0.439,,0,0.002,40.749,1.502,,6.841,0.007,0.019,0.028,0.002,,,,
Africa,1953,,242837870,,2.637,0.011,110.796,1.914,1.758,2220.234,-5.817,-0.261,9.144,6.412,,0.456,0.32,,78.902,0.325,,,,25.445,2056.029,33030.02,1863.876,0,1.369,68687.508,165.339,,,,0,0,0.015,0,,,2323.892,9.57,,,,,29.242,0.12,,,,2.942,1.667,17.791,1.951,2.221,0.822,5.126,0.89,0,0.022,17.229,0.502,,0,0.003,39.846,1.498,,6.951,0.007,0.02,0.029,0.002,,,,
Africa,1954,,248245229,,3.041,0.012,116.157,5.361,4.838,2263.92,43.686,1.968,9.12,6.24,,0.468,0.32,,81.608,0.329,,,,28.486,2172.186,35293.941,1945.484,0,1.391,71048.188,196.825,,,,0,0,0.022,0,,,2360.679,9.51,,,,,31.486,0.127,,,,3.127,1.711,17.696,2.02,2.292,0.845,5.371,0.911,0,0.021,17.557,0.562,,0,0.004,39.32,1.522,,7.059,0.007,0.02,0.03,0.002,,,,
Africa,1955,,253848117,,3.409,0.013,128.058,11.901,10.246,2328.18,64.26,2.838,9.172,6.209,,0.505,0.341,,91.598,0.361,,,,31.894,2300.244,37622.121,2037.083,0,1.413,73464.523,229.854,,,,0,0,0.022,0,,,2416.335,9.52,,,,,33.03,0.13,,,,3.169,1.72,17.083,2.095,2.362,0.87,5.609,0.935,0,0.019,17.881,0.616,,0,0.004,39.064,1.429,,7.158,0.008,0.021,0.031,0.002,,,,
Africa,1956,,259631766,,3.517,0.014,133.509,5.451,4.257,2392.255,64.075,2.752,9.215,6.146,,0.514,0.343,,95.502,0.368,,,,35.411,2433.753,40014.375,2132.585,0,1.442,75945.305,264.315,,,,0,0,0.029,0,,,2480.784,9.556,,,,,34.461,0.133,,,,3.016,1.685,16.711,2.077,2.414,0.894,5.841,0.959,0,0.018,18.201,0.663,,0,0.005,38.817,1.374,,7.251,0.008,0.022,0.032,0.002,,,,
Africa,1957,,265515596,,3.681,0.014,139.953,6.444,4.826,2479.014,86.759,3.627,9.337,6.134,,0.527,0.346,,99.296,0.374,,,,39.092,2573.707,42493.391,2231.88,0,1.464,78515.273,301.27,,,,0,0,0.022,0,,,2569.966,9.68,,,,,36.955,0.139,,,,3.002,1.71,16.786,2.121,2.459,0.917,6.072,0.983,0,0.017,18.525,0.709,,0,0.003,39.042,1.41,,7.342,0.008,0.022,0.033,0.003,,,,
Africa,1958,,271429963,,3.989,0.015,148.305,8.351,5.967,2633.559,154.545,6.234,9.704,6.378,,0.546,0.359,,103.144,0.38,,,,43.081,2722.011,45126.949,2335.025,0,1.482,81172.914,342.423,,,,0,0,0.018,0,,,2657.646,9.792,,,,,41.153,0.152,,,,3.073,1.762,17.334,2.169,2.505,0.942,6.311,1.007,0,0.016,18.851,0.758,,0,0.003,39.227,1.509,,7.429,0.009,0.023,0.035,0.003,,,,
Africa,1959,,277648583,,4.189,0.015,147.911,-0.394,-0.265,2863.778,230.218,8.742,10.316,6.587,,0.533,0.34,,101.676,0.366,,,,47.27,2869.922,47990.727,2436.701,0,1.517,83901.867,384.435,,,,0,0,0.035,0,,,2728.947,9.83,,,,,42.011,0.151,,,,2.882,1.67,17.943,2.055,2.535,0.964,6.565,1.029,0,0.015,19.168,0.799,,0,0.005,38.413,1.446,,7.509,0.009,0.024,0.036,0.003,,,,
Africa,1960,,284288223,,4.399,0.015,156.64,8.73,5.902,2742.435,-121.342,-4.237,9.648,6.039,,0.551,0.345,,103.522,0.364,,,,51.669,3026.562,50733.164,2540.223,0,1.564,86502.312,433.106,,,,0,0,0.047,0,,,2600.451,9.148,,,,,48.672,0.171,,,,2.793,1.669,17.188,2.009,2.555,0.985,6.792,1.05,0,0.015,19.47,0.845,,0,0.006,39.592,1.557,,7.588,0.01,0.025,0.037,0.003,,,,
Africa,1961,,291177974,,4.3,0.015,162.079,5.438,3.472,2102.533,-639.902,-23.333,7.222,4.533,,0.557,0.349,,105.003,0.361,,,,55.97,3188.641,52835.695,2645.226,0,2.062,88455.008,485.383,,,,0,0,0.498,0.002,,,1952.692,6.707,,,,,52.277,0.18,,,,2.619,1.721,13.543,2.124,2.56,1.007,6.93,1.071,0,0.018,19.64,0.89,,0,0.056,31.98,1.578,,7.664,0.01,0.025,0.039,0.003,,,,
Africa,1962,,298334455,,4.461,0.015,166.426,4.348,2.683,2073.429,-29.104,-1.384,6.951,4.311,,0.558,0.346,,106.668,0.358,,,,60.431,3355.067,54909.125,2751.894,0,2.802,90374.797,539.941,,,,0,0,0.74,0.002,,,1919.789,6.436,,,,,54.557,0.183,,,,2.528,1.707,13.254,2.164,2.557,1.028,7.057,1.093,0,0.022,19.807,0.929,,0,0.076,32.579,1.532,,7.728,0.011,0.026,0.04,0.003,,,,
Africa,1963,,305755585,,4.798,0.016,176.448,10.022,6.022,1896.946,-176.483,-8.512,6.205,3.674,,0.577,0.342,,109.186,0.357,,,,65.229,3531.516,56806.066,2861.08,1.147,3.52,92106.477,600.54,,,,1.147,0.004,0.718,0.002,,,1731.68,5.664,,,,,60.599,0.198,,,,2.579,1.718,11.912,2.137,2.559,1.049,7.154,1.113,0.092,0.026,19.939,0.97,,1.267,0.069,30.635,1.592,,7.786,0.011,0.027,0.041,0.003,,,,
Africa,1964,,313466087,,5.318,0.017,193.764,17.315,9.813,1863.405,-33.541,-1.768,5.945,3.422,,0.618,0.356,,115.604,0.369,,,,70.547,3725.28,58669.473,2976.685,3.024,4.971,93785.281,670.053,,,,1.877,0.006,1.451,0.005,,,1678.808,5.356,,,,,69.514,0.222,,,,2.579,1.789,11.428,2.217,2.56,1.072,7.24,1.135,0.222,0.034,20.065,1.015,,1.664,0.126,30.659,1.692,,7.834,0.012,0.027,0.042,0.003,,,,
Africa,1965,,321447378,,5.691,0.018,213.785,20.021,10.333,1512.006,-351.399,-18.858,4.704,2.637,3.095,0.665,0.373,0.438,124.891,0.389,,,,76.238,3939.064,60181.48,3101.576,7.972,7.093,95092.086,746.185,,2228.423,,4.948,0.015,2.123,0.007,,,1306.802,4.066,,,,,76.132,0.237,,,716.321,2.629,1.889,9.228,2.359,2.565,1.098,7.28,1.16,0.535,0.044,20.126,1.059,,3.793,0.172,25.792,1.725,,7.879,0.013,0.028,0.044,0.003,,,,
Africa,1966,,329658389,,5.841,0.018,221.262,7.477,3.497,1489.658,-22.348,-1.478,4.52,2.53,2.943,0.671,0.376,0.437,123.843,0.376,,,,82.079,4160.326,61671.137,3225.419,13.165,9.453,96369.242,830.209,,2275.487,,5.193,0.016,2.36,0.007,,,1277.16,3.875,,,,,84.024,0.255,,,750.133,2.506,1.865,8.912,2.314,2.561,1.122,7.312,1.182,0.805,0.054,20.19,1.104,,3.592,0.176,26.346,1.764,,7.939,0.013,0.028,0.045,0.003,,,,
Africa,1967,,338159967,,5.964,0.018,237.258,15.996,7.229,1412.259,-77.399,-5.196,4.177,2.353,2.788,0.702,0.395,0.468,127.101,0.376,,,,88.044,4397.583,63083.398,3352.52,33.928,11.772,97553.117,911.32,,2241.349,,20.763,0.061,2.319,0.007,,,1183.875,3.502,,,,,81.11,0.24,,,757.934,2.486,1.938,8.226,2.414,2.556,1.148,7.33,1.206,1.858,0.063,20.229,1.135,,10.883,0.162,24.039,1.598,,8.003,0.014,0.029,0.047,0.003,,,,
Africa,1968,,346980412,,6.857,0.02,257.6,20.343,8.574,1776.72,364.462,25.807,5.121,2.83,3.305,0.743,0.41,0.479,132.504,0.382,,,,94.901,4655.184,64860.113,3485.024,63.596,14.136,99081.188,997.527,,2307.324,,29.668,0.086,2.364,0.007,,,1528.071,4.405,,,,,86.208,0.248,,,800.596,2.685,1.995,9.932,2.489,2.565,1.176,7.383,1.23,3.132,0.069,20.336,1.163,,14.557,0.152,30.7,1.559,,8.052,0.015,0.029,0.048,0.003,,,,
Africa,1969,,356070643,,7.895,0.022,278.139,20.539,7.973,1558.297,-218.423,-12.294,4.377,2.299,2.89,0.781,0.41,0.516,135.191,0.38,,,,102.796,4933.323,66418.414,3620.215,101.922,17.026,100369.641,1091.365,,2310.408,,38.326,0.108,2.89,0.008,,,1288.446,3.619,,,,,93.837,0.264,,,822.668,2.916,2.02,8.454,2.448,2.589,1.204,7.405,1.253,4.482,0.077,20.405,1.189,,15.705,0.169,27.614,1.569,,8.11,0.016,0.03,0.05,0.004,,,,
Africa,1970,,365450443,,8.596,0.024,302.943,24.803,8.918,1512.4,-45.897,-2.945,4.139,2.055,2.607,0.829,0.412,0.522,140.097,0.383,,,,111.391,5236.266,67930.812,3760.312,156.857,17.842,101587.773,1189.863,,2443.656,,54.935,0.15,0.816,0.002,,,1218.134,3.334,,,,,98.498,0.27,,,893.035,2.98,2.033,7.757,2.459,2.615,1.234,7.413,1.276,6.146,0.075,20.461,1.207,,19.779,0.046,26.489,1.448,,8.164,0.017,0.031,0.051,0.004,,,,
Africa,1971,,375086296,,9.243,0.025,332.204,29.261,9.659,1282.796,-229.604,-15.181,3.421,1.664,2.069,0.886,0.431,0.536,149.906,0.4,,,,120.635,5568.47,69213.609,3910.218,212.833,19.535,102546.93,1305.249,,2541.196,,55.976,0.149,1.693,0.005,,,959.162,2.558,,,,,115.386,0.308,,,953.168,3.047,2.142,6.385,2.63,2.644,1.266,7.391,1.302,7.407,0.076,20.465,1.234,,17.415,0.088,20.916,1.602,,8.193,0.018,0.031,0.053,0.004,,,,
Africa,1972,,384930776,,9.762,0.025,352.239,20.035,6.031,1488.768,205.972,16.056,3.868,1.852,2.28,0.915,0.438,0.54,153.924,0.4,,,,130.397,5920.708,70702.375,4064.142,277.483,23.949,103688.383,1424.738,,2618.036,,64.65,0.168,4.414,0.011,,,1141.446,2.966,,,,,119.489,0.31,,,1007.763,3.036,2.17,7.151,2.703,2.67,1.298,7.385,1.328,8.617,0.086,20.505,1.255,,18.638,0.215,24.865,1.538,,8.225,0.019,0.032,0.054,0.004,,,,
Africa,1973,,395212420,,10.328,0.026,378.421,26.182,7.433,1274.881,-213.887,-14.367,3.226,1.524,1.834,0.958,0.452,0.544,154.291,0.39,,,,140.725,6299.13,71977.258,4218.433,357.489,29.309,104589.25,1553.173,,2761.8,,80.006,0.202,5.36,0.014,,,900.868,2.28,,,,,128.435,0.325,,,1091.498,3.033,2.215,5.92,2.632,2.693,1.331,7.353,1.353,9.869,0.097,20.503,1.275,,19.895,0.243,20.255,1.561,,8.251,0.019,0.032,0.056,0.004,,,,
Africa,1974,,406069208,,10.803,0.027,388.865,10.444,2.76,1275.461,0.58,0.046,3.142,1.446,1.744,0.958,0.441,0.532,157.241,0.387,,,,151.528,6687.994,73252.719,4375.674,438.851,34.421,105480.586,1687.521,,2822.004,,81.362,0.2,5.111,0.013,,,891.341,2.195,,,,,134.347,0.331,,,1145.929,3.168,2.285,5.977,2.681,2.723,1.364,7.324,1.377,10.934,0.106,20.504,1.299,,20.79,0.226,20.628,1.657,,8.268,0.02,0.033,0.057,0.004,,,,
Africa,1975,,417556976,,10.928,0.026,387.829,-1.036,-0.266,1268.522,-6.939,-0.544,3.038,1.429,1.605,0.929,0.437,0.491,162.187,0.388,,,,162.457,7075.824,74521.242,4537.861,503.16,40.843,106365.484,1831.503,,2908.514,,64.309,0.154,6.422,0.015,,,884.893,2.12,,,,,143.982,0.345,,,1214.47,3.223,2.274,5.921,2.687,2.751,1.395,7.294,1.401,11.566,0.118,20.502,1.328,,19.101,0.285,20.249,1.791,,8.279,0.021,0.033,0.059,0.004,,,,
Africa,1976,,429573262,,11.186,0.026,420.857,33.028,8.516,1104.332,-164.19,-12.943,2.571,1.169,1.293,0.98,0.446,0.493,171.906,0.4,,,,173.643,7496.681,75625.57,4709.767,580.96,49.728,107051.969,1982.582,,3070.085,,77.8,0.181,8.885,0.021,,,686.487,1.598,,,,,151.079,0.352,,,1318.827,3.159,2.339,4.953,2.744,2.774,1.427,7.244,1.427,12.241,0.134,20.465,1.354,,19.677,0.372,15.947,1.769,,8.295,0.022,0.034,0.06,0.004,,,,
Africa,1977,,441701768,,11.918,0.027,433.845,12.988,3.086,1196.019,91.687,8.302,2.708,1.22,1.337,0.982,0.442,0.485,176.693,0.4,,,,185.561,7930.524,76821.594,4886.46,652.509,63.397,107817.125,2142.597,,3150.411,,71.549,0.162,13.669,0.031,,,765.153,1.733,,,,,160.015,0.362,,,1391.542,3.214,2.345,5.221,2.753,2.799,1.458,7.201,1.452,12.726,0.161,20.439,1.38,,18.758,0.56,17.362,1.81,,8.316,0.023,0.034,0.062,0.004,,,,
Africa,1978,,454463053,,12.577,0.028,463.267,29.422,6.782,1074.638,-121.381,-10.149,2.365,1.067,1.163,1.02,0.46,0.501,178.676,0.393,,,,198.137,8393.791,77896.227,5065.136,724.215,97.832,108431.867,2308.471,,3179.803,,71.706,0.158,34.434,0.076,,,614.746,1.353,,,,,165.874,0.365,,,1445.103,3.186,2.428,4.612,2.735,2.821,1.491,7.146,1.477,13.126,0.233,20.392,1.404,,18.379,1.35,14.556,1.811,,8.329,0.024,0.035,0.063,0.004,,,,
Africa,1979,,467976240,,13.471,0.029,499.992,36.725,7.927,1150.158,75.519,7.027,2.458,1.087,1.15,1.069,0.473,0.5,197.363,0.422,,,,211.609,8893.783,79046.383,5262.499,811.934,117.489,109084.867,2490.253,,3364.423,,87.719,0.187,19.657,0.042,,,652.998,1.396,,,,,181.782,0.389,,,1574.47,3.369,2.549,4.858,2.885,2.85,1.527,7.097,1.504,13.814,0.263,20.359,1.433,,24.357,0.731,16.086,1.96,,8.359,0.025,0.036,0.065,0.004,,,,
Africa,1980,,481543145,,14.671,0.03,536.49,36.498,7.3,1136.925,-13.233,-1.151,2.362,1.028,0.642,1.114,0.485,0.303,212.398,0.441,,,,226.28,9430.273,80183.312,5474.896,888.182,152.121,109687.961,2688.794,,3514.002,,76.248,0.158,34.632,0.072,,,603.094,1.253,,,,,198.541,0.412,,,1692.144,3.644,2.751,4.82,3.024,2.891,1.566,7.05,1.534,14.339,0.321,20.317,1.472,,24.096,1.256,14.765,2.218,,8.379,0.026,0.036,0.066,0.005,,,,
